U175010,L300238,Investment
U274201,L600823,Related-party transaction
H35851,L002649,Investment
U172245,L002900,Investment
U297586,L603919,Related-party transaction
U223808,L300428,Related-party transaction
H42755,L600593,Investment
L002865,H2,Related-party transaction
L002865,U60110,Investment
L002865,L601998,Investment
L002865,U171323,Investment
L002865,H766,Investment
L002865,U36537,Related-party transaction
L002865,U212638,Related-party transaction
L002865,U212643,Related-party transaction
L002865,U147507,Related-party transaction
L002865,U212641,Related-party transaction
L002865,U147545,Related-party transaction
L002865,U100176,Related-party transaction
L002865,U21921,Related-party transaction
L002865,U212642,Related-party transaction
L002865,U172047,Investment
L002865,U172048,Investment
L002865,H39572,Investment
L002865,L601398,Investment
L002865,U172050,Investment
L002865,H39576,Investment
L002865,H39581,Investment
L002865,H39577,Investment
L002865,H39578,Investment
L002865,H22863,Investment
L002865,H39580,Investment
L002865,H39582,Investment
L002865,H39583,Investment
L002865,H39584,Investment
L002865,H39585,Investment
L002865,H569,Investment
L002865,H39586,Investment
L002865,H39401,Investment
L002865,U166457,Investment
L002865,H39587,Investment
L002865,A106421,Audit
L600636,H2,Related-party transaction
L600636,L600036,Investment
L600636,U152764,Investment
L600636,L601628,Investment
L600636,L600623,Related-party transaction
L600636,U138579,Related-party transaction
L600636,U263290,Related-party transaction
L600636,U138581,Related-party transaction
L600636,U97710,Related-party transaction
L600636,U263280,Related-party transaction
L600636,U7932,Related-party transaction
L600636,U263294,Related-party transaction
L600636,U263856,Related-party transaction
L600636,U263857,Related-party transaction
L600636,U263852,Related-party transaction
L600636,U263858,Related-party transaction
L600636,U263854,Related-party transaction
L600636,U263859,Related-party transaction
L600636,U263835,Related-party transaction
L600636,U160785,Related-party transaction
L600636,U263860,Related-party transaction
L600636,U5615,Related-party transaction
L600636,U263850,Related-party transaction
L600636,U187795,Investment
L600636,U187627,Investment
L600636,H66541,Investment
L600636,U187796,Investment
L600636,H66543,Investment
L600636,O1345,Investment
L600636,H66542,Investment
L600636,H5356,Investment
L600636,O39,Investment
L600636,H66545,Investment
L600636,H18661,Investment
L600636,A106423,Audit
U174851,L300220,Investment
U84236,L300078,Related-party transaction
U110644,L000031,Related-party transaction
U158409,L002100,Investment
U158409,L600393,Investment
U243037,L600221,Related-party transaction
H47410,L300333,Investment
H21,L000006,Related-party transaction
H61692,L600326,Investment
O1484,L601330,Investment
H34242,L002570,Investment
H7468,L000589,Investment
U121376,L603363,Related-party transaction
U243941,L600238,Related-party transaction
H14046,L002546,Investment
H14046,L300713,Investment
H14046,L600501,Investment
H14046,L600838,Investment
H14046,L603477,Investment
U296559,L603816,Related-party transaction
U258654,L600535,Related-party transaction
U160929,L000505,Related-party transaction
U295267,L603610,Related-party transaction
H4509,L002711,Related-party transaction
U82899,L300024,Related-party transaction
U78113,L002967,Related-party transaction
H6806,L600573,Investment
H6806,L300301,Related-party transaction
H6806,L600768,Investment
U111724,L600683,Related-party transaction
H75331,L603322,Investment
U214754,L300003,Related-party transaction
U167077,L002316,Investment
U231837,L600027,Related-party transaction
U231837,L600268,Related-party transaction
U231837,L601226,Related-party transaction
U279884,L600985,Related-party transaction
H30470,L002381,Investment
U87848,L600601,Related-party transaction
U264402,L600642,Related-party transaction
U272365,L600792,Related-party transaction
U74701,L002171,Related-party transaction
H32207,L002469,Investment
H40533,L002930,Investment
U274594,L600827,Related-party transaction
H37348,L002728,Investment
U181091,L000930,Related-party transaction
L300415,H2,Related-party transaction
L300415,U176386,Investment
L300415,L601988,Investment
L300415,U99543,Related-party transaction
L300415,U100387,Related-party transaction
L300415,H48544,Investment
L300415,H22691,Investment
L300415,H48542,Investment
L300415,H48545,Investment
L300415,H48543,Investment
L300415,U176387,Investment
L300415,H48541,Investment
L300415,H48540,Investment
L300415,U176381,Investment
L300415,H48546,Investment
L300415,H48547,Investment
L300415,A106952,Audit
U176906,L000858,Related-party transaction
U176906,L002386,Related-party transaction
U176906,L600793,Related-party transaction
U173940,L600176,Related-party transaction
U173940,L600970,Related-party transaction
U173940,L300108,Investment
U213159,L002929,Related-party transaction
U123554,L601668,Related-party transaction
U123554,L002302,Related-party transaction
U177115,L000863,Related-party transaction
U185543,L600388,Investment
U40805,L002060,Related-party transaction
U165248,L002163,Investment
U165248,L600523,Investment
U165248,L600765,Investment
U159607,L000415,Related-party transaction
U159607,L000564,Related-party transaction
U159607,L000616,Related-party transaction
U159607,L000762,Investment
U159607,L002466,Investment
U153405,L000030,Investment
U153405,L000800,Investment
H15176,L603383,Investment
U164359,L002098,Investment
U224251,L300456,Related-party transaction
U149219,L002410,Related-party transaction
U291810,L603029,Related-party transaction
U125188,L000517,Related-party transaction
U125188,L601155,Related-party transaction
U213118,L002925,Related-party transaction
H6097,L002105,Investment
H6097,L300217,Investment
H6097,L600854,Investment
L002337,U167306,Investment
L002337,L601998,Investment
L002337,U152764,Investment
L002337,U151644,Related-party transaction
L002337,U134631,Related-party transaction
L002337,U199507,Related-party transaction
L002337,U199514,Related-party transaction
L002337,U199513,Related-party transaction
L002337,U199515,Related-party transaction
L002337,U199516,Related-party transaction
L002337,U199512,Related-party transaction
L002337,U199509,Related-party transaction
L002337,U199517,Related-party transaction
L002337,H29397,Investment
L002337,H29441,Investment
L002337,H6179,Investment
L002337,H11335,Investment
L002337,H29442,Investment
L002337,H29439,Investment
L002337,H29443,Investment
L002337,H29444,Investment
L002337,H6699,Investment
L002337,H9066,Investment
L002337,H29445,Investment
L002337,H29446,Investment
L002337,H29447,Investment
L002337,H29448,Investment
L002337,H16439,Investment
L002337,H29449,Investment
L002337,A107969,Audit
H45732,L300242,Investment
U236280,L600094,Related-party transaction
U108419,L601186,Related-party transaction
U213073,L002916,Related-party transaction
U191705,L002122,Related-party transaction
U191705,L601198,Investment
H16858,L300749,Related-party transaction
U154421,L000028,Related-party transaction
U154421,L600511,Related-party transaction
U154421,L600161,Related-party transaction
H64274,L600495,Investment
H64274,L601002,Investment
H27254,L002250,Investment
H23706,L002131,Investment
U196324,L002237,Related-party transaction
U191775,L601233,Investment
H3358,L000403,Investment
H3358,L002438,Related-party transaction
H3358,L300259,Investment
U259608,L600751,Related-party transaction
U135441,L600488,Related-party transaction
U135441,L600329,Related-party transaction
U300335,L688363,Related-party transaction
U185865,L600420,Investment
U167742,L000656,Related-party transaction
H34890,L002603,Investment
U176675,L300455,Investment
L000999,H2,Related-party transaction
L000999,L601008,Related-party transaction
L000999,O4,Investment
L000999,U156727,Investment
L000999,L000423,Related-party transaction
L000999,U159500,Related-party transaction
L000999,U160186,Related-party transaction
L000999,U160149,Related-party transaction
L000999,U160122,Related-party transaction
L000999,U184707,Related-party transaction
L000999,U31822,Related-party transaction
L000999,U184653,Related-party transaction
L000999,U160236,Related-party transaction
L000999,U184670,Related-party transaction
L000999,U160198,Related-party transaction
L000999,U160148,Related-party transaction
L000999,U184710,Related-party transaction
L000999,U160240,Related-party transaction
L000999,U160221,Related-party transaction
L000999,U160112,Related-party transaction
L000999,U160170,Related-party transaction
L000999,U184711,Related-party transaction
L000999,U160222,Related-party transaction
L000999,U184645,Related-party transaction
L000999,U184714,Related-party transaction
L000999,U184700,Related-party transaction
L000999,U63876,Related-party transaction
L000999,U184716,Related-party transaction
L000999,U184709,Related-party transaction
L000999,U184649,Related-party transaction
L000999,U184717,Related-party transaction
L000999,U184718,Related-party transaction
L000999,U110512,Related-party transaction
L000999,L600062,Related-party transaction
L000999,U18163,Related-party transaction
L000999,U160180,Related-party transaction
L000999,U184639,Related-party transaction
L000999,U160128,Related-party transaction
L000999,U160141,Related-party transaction
L000999,U31829,Related-party transaction
L000999,U160120,Related-party transaction
L000999,U160121,Related-party transaction
L000999,U160146,Related-party transaction
L000999,U160227,Related-party transaction
L000999,U160191,Related-party transaction
L000999,U184671,Related-party transaction
L000999,U160162,Related-party transaction
L000999,U160204,Related-party transaction
L000999,U160116,Related-party transaction
L000999,U160225,Related-party transaction
L000999,U160188,Related-party transaction
L000999,U160206,Related-party transaction
L000999,U160184,Related-party transaction
L000999,U136263,Related-party transaction
L000999,U160181,Related-party transaction
L000999,U160125,Related-party transaction
L000999,U160137,Related-party transaction
L000999,U160192,Related-party transaction
L000999,U184664,Related-party transaction
L000999,U184673,Related-party transaction
L000999,U160185,Related-party transaction
L000999,U160200,Related-party transaction
L000999,U160189,Related-party transaction
L000999,U184658,Related-party transaction
L000999,U160119,Related-party transaction
L000999,U160219,Related-party transaction
L000999,U120449,Related-party transaction
L000999,U160218,Related-party transaction
L000999,U184675,Related-party transaction
L000999,U184672,Related-party transaction
L000999,U160195,Related-party transaction
L000999,U160174,Related-party transaction
L000999,U160193,Related-party transaction
L000999,U160134,Related-party transaction
L000999,U184646,Related-party transaction
L000999,U184666,Related-party transaction
L000999,U184680,Related-party transaction
