U175010,L300238,Investment
H12208,L603856,Related-party transaction
U225295,L300534,Related-party transaction
U274201,L600823,Related-party transaction
H35851,L002649,Investment
U172245,L002900,Investment
U297586,L603919,Related-party transaction
U223808,L300428,Related-party transaction
L002865,U172020,Investment
L002865,U172021,Investment
L002865,U172022,Investment
L002865,U172048,Investment
L002865,U172049,Investment
L002865,U212638,Related-party transaction
L002865,U147507,Related-party transaction
L002865,U147545,Related-party transaction
L002865,U61483,Related-party transaction
L002865,U100176,Related-party transaction
L002865,U36537,Related-party transaction
L002865,U212639,Related-party transaction
L002865,H5048,Related-party transaction
L002865,H2183,Related-party transaction
L002865,H5049,Related-party transaction
L002865,U154798,Related-party transaction
L002865,U172047,Investment
L002865,H39572,Investment
L002865,U172050,Investment
L002865,U60110,Investment
L002865,H39573,Investment
L002865,H39574,Investment
L002865,H23990,Investment
L002865,H942,Investment
L002865,U172051,Investment
L002865,H39575,Investment
L002865,A106421,Audit
L600636,O6,Investment
L600636,L601099,Related-party transaction
L600636,L600036,Investment
L600636,L601878,Investment
L600636,U246325,Related-party transaction
L600636,U7949,Related-party transaction
L600636,U964,Related-party transaction
L600636,L600623,Related-party transaction
L600636,U8254,Related-party transaction
L600636,U5713,Related-party transaction
L600636,U8256,Related-party transaction
L600636,U7931,Related-party transaction
L600636,U263290,Related-party transaction
L600636,U263286,Related-party transaction
L600636,U263294,Related-party transaction
L600636,U263835,Related-party transaction
L600636,U263260,Related-party transaction
L600636,U8251,Related-party transaction
L600636,U263849,Related-party transaction
L600636,U263848,Related-party transaction
L600636,U187627,Investment
L600636,O185,Investment
L600636,U152764,Investment
L600636,H10014,Investment
L600636,O130,Investment
L600636,H10114,Investment
L600636,H5356,Investment
L600636,U187794,Investment
L600636,H12330,Investment
L600636,O1345,Investment
L600636,H12694,Investment
L600636,A106958,Audit
U162811,L000539,Related-party transaction
U84236,L300078,Related-party transaction
U110644,L000031,Related-party transaction
U110644,L601668,Related-party transaction
U162428,L000982,Investment
U222338,L300340,Related-party transaction
U187878,L002037,Related-party transaction
U153164,L002240,Investment
U153164,L603696,Investment
U279738,L600983,Related-party transaction
H31722,L300165,Investment
U243941,L600238,Related-party transaction
H14046,L002546,Investment
U121376,L603363,Related-party transaction
U296559,L603816,Related-party transaction
U160929,L601700,Investment
U201477,L002403,Related-party transaction
U56680,L002008,Related-party transaction
H18959,L002233,Investment
H4509,L002489,Investment
H4509,L002711,Related-party transaction
U82899,L300024,Related-party transaction
U213066,L002916,Related-party transaction
H6806,L000628,Investment
H6806,L000695,Investment
H6806,L600573,Investment
H6806,L002134,Investment
H6806,L300301,Related-party transaction
H75331,L603322,Investment
U167077,L002316,Investment
U231837,L600027,Related-party transaction
H25123,L603689,Investment
U217210,L300104,Related-party transaction
U187095,L002024,Related-party transaction
U181972,L000950,Related-party transaction
H30470,L002381,Investment
U264402,L600642,Related-party transaction
U87848,L600601,Related-party transaction
U272365,L600792,Related-party transaction
H32207,L002469,Investment
U208047,L002638,Related-party transaction
H46358,L300277,Investment
H37348,L002728,Investment
H18311,L000958,Investment
H18311,L603218,Related-party transaction
L300415,H2,Related-party transaction
L300415,L600016,Investment
L300415,L601939,Investment
L300415,U176386,Investment
L300415,L601328,Investment
L300415,U99682,Related-party transaction
L300415,H7333,Related-party transaction
L300415,H7337,Related-party transaction
L300415,H7338,Related-party transaction
L300415,U176381,Investment
L300415,U176387,Investment
L300415,U176388,Investment
L300415,L601398,Investment
L300415,U176385,Investment
L300415,U172188,Investment
L300415,O130,Investment
L300415,H4246,Investment
L300415,U153067,Investment
L300415,A106952,Audit
U176906,L000858,Related-party transaction
U176906,L300481,Investment
U173940,L600176,Related-party transaction
U173940,L600970,Related-party transaction
U173940,L600720,Related-party transaction
U173940,L300108,Investment
U123554,L002302,Related-party transaction
U177115,L000863,Related-party transaction
U177115,L300510,Investment
U61201,L603669,Related-party transaction
U165248,L002163,Investment
U165248,L600523,Investment
U165248,L600765,Investment
U159607,L000415,Related-party transaction
U159607,L000616,Related-party transaction
U159607,L600221,Related-party transaction
U159607,L600515,Related-party transaction
U159607,L000762,Investment
U159607,L002466,Investment
U153405,L000016,Related-party transaction
U153405,L000030,Investment
H15176,L603383,Investment
U15131,L000673,Related-party transaction
U164359,L002098,Investment
U224251,L300456,Related-party transaction
U149219,L002410,Related-party transaction
L002337,U151644,Related-party transaction
L002337,U199507,Related-party transaction
L002337,U199511,Related-party transaction
L002337,U199509,Related-party transaction
L002337,U199512,Related-party transaction
L002337,U167306,Investment
L002337,H29397,Investment
L002337,L601328,Investment
L002337,U152764,Investment
L002337,H1158,Investment
L002337,L601818,Investment
L002337,H29426,Investment
L002337,H29427,Investment
L002337,H3301,Investment
L002337,H1155,Investment
L002337,H2730,Investment
L002337,H29429,Investment
L002337,H29430,Investment
L002337,H29431,Investment
L002337,H29432,Investment
L002337,H18742,Investment
L002337,H159,Investment
L002337,A107969,Audit
H45732,L300242,Investment
U108419,L601186,Related-party transaction
U191705,L601198,Investment
H77584,L603822,Investment
H50850,L300592,Investment
U154421,L000028,Related-party transaction
U154421,L600511,Related-party transaction
U154421,L600161,Related-party transaction
H64274,L601002,Investment
H27254,L002250,Investment
H23706,L002131,Investment
U196324,L002237,Related-party transaction
H49701,L300505,Investment
U222716,L300359,Related-party transaction
H3358,L000403,Investment
H3358,L300259,Investment
