U175010,L300238,Investment
U274201,L600823,Related-party transaction
U134514,L000836,Related-party transaction
U203611,L002477,Related-party transaction
U92220,L600405,Related-party transaction
U297586,L603919,Related-party transaction
U223808,L300428,Related-party transaction
H42755,L600599,Investment
L600636,L601099,Related-party transaction
L600636,L600036,Investment
L600636,L600618,Related-party transaction
L600636,U246325,Related-party transaction
L600636,U7949,Related-party transaction
L600636,U964,Related-party transaction
L600636,L600623,Related-party transaction
L600636,U8254,Related-party transaction
L600636,U5713,Related-party transaction
L600636,U8256,Related-party transaction
L600636,U138581,Related-party transaction
L600636,U138580,Related-party transaction
L600636,U138579,Related-party transaction
L600636,U263835,Related-party transaction
L600636,U263033,Related-party transaction
L600636,U4052,Related-party transaction
L600636,U8251,Related-party transaction
L600636,U8329,Related-party transaction
L600636,U263043,Related-party transaction
L600636,U263848,Related-party transaction
L600636,U263845,Related-party transaction
L600636,U263286,Related-party transaction
L600636,U7931,Related-party transaction
L600636,O185,Investment
L600636,U152764,Investment
L600636,H10014,Investment
L600636,H66540,Investment
L600636,U187627,Investment
L600636,O130,Investment
L600636,O6,Investment
L600636,A106958,Audit
H13647,L000564,Related-party transaction
H13647,L600148,Investment
U162428,L000982,Investment
U187878,L002037,Related-party transaction
H34242,L600779,Investment
U153164,L002240,Investment
U153164,L603696,Investment
U279738,L600983,Related-party transaction
U49529,L000932,Related-party transaction
H31722,L300165,Investment
U243941,L600238,Related-party transaction
H14046,L002546,Investment
H14046,L603300,Investment
U296559,L603816,Related-party transaction
H16557,L300408,Related-party transaction
U160929,L000882,Investment
U160929,L000965,Investment
U160929,L601700,Investment
H18959,L300117,Investment
H4509,L000506,Investment
H4509,L002096,Investment
H4509,L002418,Investment
H4509,L002489,Investment
H4509,L002711,Related-party transaction
U82899,L300024,Related-party transaction
H6806,L000617,Investment
H6806,L000628,Investment
H6806,L600573,Investment
H6806,L600861,Investment
H29176,L002330,Investment
H75331,L603322,Investment
U167077,L002316,Investment
U231837,L600027,Related-party transaction
H25123,L600739,Investment
H17594,L000929,Investment
U217210,L300104,Related-party transaction
U187095,L600567,Investment
H30470,L002381,Investment
U272365,L600792,Related-party transaction
U87848,L600601,Related-party transaction
H32207,L002469,Investment
U208047,L002638,Related-party transaction
H46358,L300277,Investment
U274594,L600827,Related-party transaction
H37348,L002728,Investment
H18311,L603218,Related-party transaction
L300415,H8,Related-party transaction
L300415,H886,Related-party transaction
L300415,L601939,Investment
L300415,H7333,Related-party transaction
L300415,H7337,Related-party transaction
L300415,H7338,Related-party transaction
L300415,H16568,Related-party transaction
L300415,H242,Related-party transaction
L300415,H16569,Related-party transaction
L300415,H7339,Related-party transaction
L300415,H16570,Related-party transaction
L300415,U176381,Investment
L300415,U176386,Investment
L300415,U176385,Investment
L300415,H22691,Investment
L300415,H48540,Investment
L300415,H48541,Investment
L300415,H9608,Investment
L300415,H4246,Investment
L300415,U176387,Investment
L300415,U176388,Investment
L300415,H24135,Investment
L300415,L601818,Investment
L300415,L601398,Investment
L300415,H7408,Investment
L300415,U176389,Investment
L300415,A106952,Audit
U176906,L000858,Related-party transaction
U176906,L300481,Investment
U173940,L600970,Related-party transaction
U173940,L300108,Investment
H2353,L002217,Related-party transaction
U123554,L002302,Related-party transaction
U177115,L000863,Related-party transaction
U177115,L300510,Investment
U61201,L603669,Related-party transaction
U165248,L002163,Investment
U165248,L600523,Investment
U165248,L600765,Investment
U159607,L000415,Related-party transaction
U159607,L600515,Related-party transaction
U159607,L000762,Investment
U159607,L002466,Investment
U153405,L000016,Related-party transaction
U153405,L000030,Investment
U218923,L600196,Related-party transaction
U218923,L300452,Related-party transaction
H15176,L002496,Related-party transaction
U164359,L002098,Investment
U149219,L002410,Related-party transaction
U246005,L600271,Related-party transaction
L002337,H173,Investment
L002337,U158343,Investment
L002337,L000563,Investment
L002337,U164368,Investment
L002337,U167277,Investment
L002337,U199507,Related-party transaction
L002337,U199511,Related-party transaction
L002337,U199509,Related-party transaction
L002337,U199512,Related-party transaction
L002337,U167306,Investment
L002337,H29397,Investment
L002337,U152764,Investment
L002337,H22892,Investment
L002337,H1158,Investment
L002337,H7411,Investment
L002337,L601166,Investment
L002337,U153106,Investment
L002337,U167310,Investment
L002337,H15296,Investment
L002337,H8315,Investment
L002337,H3301,Investment
L002337,H29425,Investment
L002337,H29426,Investment
L002337,H29427,Investment
L002337,L601818,Investment
L002337,H2730,Investment
L002337,H29428,Investment
L002337,A107969,Audit
H45732,L300242,Investment
H66390,L600626,Investment
U108419,L601186,Related-party transaction
U191705,L601198,Investment
H50850,L300592,Investment
U154421,L000028,Related-party transaction
U154421,L600511,Related-party transaction
U154421,L600161,Related-party transaction
H64274,L601002,Investment
H27254,L002250,Investment
H23706,L002131,Investment
U196324,L002237,Related-party transaction
H49701,L300505,Investment
U188657,L600714,Investment
U222716,L300359,Related-party transaction
H3358,L300259,Investment
U135441,L600329,Related-party transaction
U135441,L600488,Related-party transaction
U208729,L002666,Related-party transaction
H34890,L002603,Investment
U176675,L600198,Related-party transaction
U176675,L600485,Related-party transaction
U167742,L002671,Investment
U167742,L600069,Investment
U238821,L600138,Related-party transaction
H17937,L600828,Related-party transaction
L000999,H8,Related-party transaction
L000999,O4,Investment
L000999,U160012,Investment
L000999,U160124,Related-party transaction
L000999,U160170,Related-party transaction
L000999,U160141,Related-party transaction
L000999,U160149,Related-party transaction
L000999,U160122,Related-party transaction
L000999,U18163,Related-party transaction
L000999,U159500,Related-party transaction
L000999,U160120,Related-party transaction
L000999,U160172,Related-party transaction
L000999,U31829,Related-party transaction
L000999,U160125,Related-party transaction
L000999,U136263,Related-party transaction
L000999,U160121,Related-party transaction
L000999,U160162,Related-party transaction
L000999,U160128,Related-party transaction
L000999,U160119,Related-party transaction
L000999,U160126,Related-party transaction
L000999,U160146,Related-party transaction
L000999,U160136,Related-party transaction
L000999,U152812,Related-party transaction
L000999,U31822,Related-party transaction
L000999,U184653,Related-party transaction
L000999,U184639,Related-party transaction
L000999,U160148,Related-party transaction
L000999,U160188,Related-party transaction
L000999,U110510,Related-party transaction
L000999,U184645,Related-party transaction
L000999,U184664,Related-party transaction
L000999,L600062,Related-party transaction
L000999,U120449,Related-party transaction
L000999,U160218,Related-party transaction
L000999,U184658,Related-party transaction
L000999,U146213,Related-party transaction
L000999,U160216,Related-party transaction
L000999,U160116,Related-party transaction
L000999,U184661,Related-party transaction
L000999,U160134,Related-party transaction
L000999,U160181,Related-party transaction
L000999,U184646,Related-party transaction
L000999,U160186,Related-party transaction
L000999,U160231,Related-party transaction
L000999,U160193,Related-party transaction
L000999,U112742,Related-party transaction
L000999,U160201,Related-party transaction
L000999,U184665,Related-party transaction
L000999,U184657,Related-party transaction
L000999,U184660,Related-party transaction
L000999,U160191,Related-party transaction
L000999,U160150,Related-party transaction
L000999,U160232,Related-party transaction
L000999,U160195,Related-party transaction
L000999,U184666,Related-party transaction
L000999,U50700,Related-party transaction
L000999,U140518,Related-party transaction
L000999,U184667,Related-party transaction
L000999,U160137,Related-party transaction
L000999,U110512,Related-party transaction
L000999,U160234,Related-party transaction
L000999,U160208,Related-party transaction
L000999,U184662,Related-party transaction
L000999,U160199,Related-party transaction
L000999,U160192,Related-party transaction
L000999,U31318,Related-party transaction
L000999,U184655,Related-party transaction
L000999,U160194,Related-party transaction
L000999,U184668,Related-party transaction
L000999,U160189,Related-party transaction
L000999,U184669,Related-party transaction
L000999,U184648,Related-party transaction
L000999,U184659,Related-party transaction
L000999,L600436,Related-party transaction
L000999,U160135,Related-party transaction
L000999,U59006,Related-party transaction
L000999,U58461,Related-party transaction
L000999,U162620,Investment
L000999,U96459,Investment
L000999,U153449,Investment
L000999,U153080,Investment
L000999,O275,Investment
L000999,O458,Investment
L000999,U152764,Investment
L000999,U154142,Investment
L000999,U155010,Investment
L000999,L601398,Investment
L000999,U153248,Investment
L000999,A107882,Audit
H65492,L600572,Investment
U243563,L600231,Related-party transaction
H36012,L002657,Investment
U178910,L600855,Related-party transaction
U23196,L002307,Related-party transaction
H14768,L002310,Related-party transaction
U96375,L600458,Related-party transaction
U213521,L600690,Related-party transaction
U280095,L600990,Related-party transaction
H3075,L002378,Related-party transaction
U290119,L601919,Related-party transaction
H44102,L300152,Investment
U175062,L300244,Investment
U258843,L600540,Related-party transaction
H4051,L002613,Investment
H26292,L002563,Investment
H30508,L002383,Investment
H9332,L600136,Related-party transaction
H17509,L600501,Related-party transaction
H7625,L300478,Related-party transaction
H29226,L002331,Investment
U289757,L601898,Related-party transaction
U175911,L000826,Related-party transaction
U166644,L002274,Investment
H4692,L000510,Investment
H9511,L000655,Investment
U219873,L300219,Related-party transaction
U71307,L002616,Related-party transaction
U169378,L002536,Investment
H47445,L300335,Investment
U113805,L600057,Related-party transaction
