U175010,L000801,Related-party transaction
U180818,L002057,Related-party transaction
H34660,L002588,Investment
U274201,L600823,Related-party transaction
H76120,L603555,Investment
U162817,L000539,Related-party transaction
U154195,L000028,Related-party transaction
U154195,L600511,Related-party transaction
U154195,L600161,Related-party transaction
U172953,L000767,Related-party transaction
U183596,L600220,Investment
H58599,L600189,Investment
L600636,L601939,Investment
L600636,L600618,Related-party transaction
L600636,U246325,Related-party transaction
L600636,U7949,Related-party transaction
L600636,U964,Related-party transaction
L600636,U263021,Related-party transaction
L600636,U7944,Related-party transaction
L600636,U7937,Related-party transaction
L600636,L600623,Related-party transaction
L600636,U8254,Related-party transaction
L600636,U263036,Related-party transaction
L600636,U7936,Related-party transaction
L600636,U5713,Related-party transaction
L600636,U8256,Related-party transaction
L600636,U263032,Related-party transaction
L600636,U263835,Related-party transaction
L600636,U7934,Related-party transaction
L600636,U2831,Related-party transaction
L600636,U4052,Related-party transaction
L600636,U8251,Related-party transaction
L600636,U8329,Related-party transaction
L600636,U263836,Related-party transaction
L600636,U263845,Related-party transaction
L600636,U138581,Related-party transaction
L600636,U138579,Related-party transaction
L600636,U187627,Investment
L600636,H66530,Investment
L600636,U7933,Investment
L600636,U154755,Investment
L600636,L601988,Investment
L600636,H58252,Investment
L600636,U187788,Investment
L600636,H66535,Investment
L600636,U7143,Investment
L600636,U187791,Investment
L600636,H66536,Investment
L600636,H64687,Investment
L600636,L601288,Investment
L600636,H65171,Investment
L600636,H1375,Investment
L600636,H9153,Investment
L600636,U187792,Investment
L600636,H47406,Investment
L600636,H5615,Investment
L600636,H66537,Investment
L600636,U187793,Investment
L600636,U181154,Investment
L600636,A106958,Audit
U162811,L000539,Related-party transaction
U33264,L002739,Related-party transaction
U248026,L600299,Related-party transaction
H43444,L300117,Investment
H18629,L000971,Investment
U43808,L300106,Related-party transaction
H2010,L000061,Investment
H2010,L600518,Investment
U114406,L300102,Related-party transaction
U158409,L000683,Investment
U252607,L601555,Related-party transaction
H27706,L002379,Investment
U192891,L002150,Related-party transaction
U230052,L600006,Related-party transaction
H8054,L000605,Investment
U189912,L002075,Related-party transaction
U222338,L300340,Related-party transaction
U218612,L300155,Related-party transaction
U170405,L002648,Investment
U35203,L002496,Related-party transaction
U187878,L002037,Related-party transaction
H36561,L002684,Investment
H26884,L002236,Investment
U178908,L000901,Related-party transaction
U147250,L300132,Related-party transaction
H26128,L002210,Investment
H31722,L600268,Investment
H14046,L002546,Investment
